readout_gene,readout_class,replicate,assay,target_gene,day,shrna,bias,num_reads,cell_density,extra_umi
Fam217b,MAE,1,no-UMI,Rad21,19,E04,0.999550562,2227,VERY GOOD,
Fam217b,MAE,1,no-UMI,Hdac1,19,E05,1,3147,VERY GOOD,
Fam217b,MAE,1,no-UMI,Rad21,19,E06,1,2,LOW-NC,
Fam217b,MAE,1,no-UMI,Ehmt2,19,E07,0.999623352,2656,GOOD,
Fam217b,MAE,1,no-UMI,Rnf2,19,E08,0.999188641,2467,VERY GOOD,
Fam217b,MAE,1,no-UMI,Kmt5a,19,E09,1,12,VL,
Fam217b,MAE,1,no-UMI,Sirt1,19,E10,1,2914,MED-GOOD,
Fam217b,MAE,1,no-UMI,Zfp57,19,E11,1,2534,MED-GOOD,
Fam217b,MAE,1,no-UMI,Ring1,19,E12,1,2147,VERY GOOD,
Fam217b,MAE,1,no-UMI,Hdac1,19,F01,0.999655766,2911,MED,
Fam217b,MAE,1,no-UMI,Sirt1,19,F02,0.999415376,3421,LOW-MED,
Fam217b,MAE,1,no-UMI,Atf7ip,19,F03,NA,0,LOW-NC,
Fam217b,MAE,1,no-UMI,Parp1,19,F04,NA,0,VL,
Fam217b,MAE,1,no-UMI,Dnmt1,19,F05,1,18,VL,
Fam217b,MAE,1,no-UMI,Ctcf,19,F06,NA,0,LOW-NC,
Fam217b,MAE,1,no-UMI,Zfp57,19,F07,NA,0,VL,
Fam217b,MAE,1,no-UMI,Ctcf,19,F08,0.999609528,2562,MED,
Fam217b,MAE,1,no-UMI,Rad21,19,F09,0.999549143,2218,GOOD,
Fam217b,MAE,1,no-UMI,Rnf2,19,F10,0.999542962,2188,VERY GOOD,
Fam217b,MAE,1,no-UMI,Hdac1,19,F11,0.999011858,1012,LOW-MED,
Fam217b,MAE,1,no-UMI,Suv39h1,19,F12,1,112,VL,
Fam217b,MAE,1,no-UMI,Suv39h1,19,G01,0.999394306,1652,VERY GOOD,
Fam217b,MAE,1,no-UMI,Zfp57,19,G02,1,2383,VERY GOOD,
Fam217b,MAE,1,no-UMI,Smchd1,19,G03,1,1,LOW-NC,
Fam217b,MAE,1,no-UMI,Atf7ip,19,G04,1,2965,VERY GOOD,
Fam217b,MAE,1,no-UMI,Ring1,19,G05,1,3229,MED,
Fam217b,MAE,1,no-UMI,Atf7ip,19,G06,1,269,LOW,
Fam217b,MAE,1,no-UMI,Eed,19,G07,1,2280,VERY GOOD,
Fam217b,MAE,1,no-UMI,Ctcf,19,G08,0.99969752,3307,MED-GOOD,
Fam217b,MAE,1,no-UMI,Sirt1,19,G09,0.998854525,874,VL,
Fam217b,MAE,1,no-UMI,Zfp57,19,G10,1,9,VL,
Fam217b,MAE,1,no-UMI,Hdac2,19,G11,0.998430141,2550,VERY GOOD,
Fam217b,MAE,1,no-UMI,Kmt5a,19,G12,0.999606144,2540,GOOD,
Fam217b,MAE,1,no-UMI,Ring1,19,H01,0.999756038,4100,VERY GOOD,
Fam217b,MAE,1,no-UMI,Atrx,19,H02,1,1784,LOW,
Fam217b,MAE,1,no-UMI,Parp1,19,H03,1,2804,VERY GOOD,
Fam217b,MAE,1,no-UMI,Rnf2,19,H04,0.999113868,9038,VERY GOOD,
Fam217b,MAE,1,no-UMI,Atrx,19,H05,1,3577,VERY GOOD,
Fam217b,MAE,1,no-UMI,Suv39h1,19,H06,1,2,VL,
Fam217b,MAE,1,no-UMI,Hdac1,19,H07,0.999225527,6463,LOW,
Fam217b,MAE,1,no-UMI,Rnf2,19,H08,0.998849384,8695,VERY GOOD,
Fam217b,MAE,1,no-UMI,pLKO,19,H09,1,5142,VERY GOOD,
Fam217b,MAE,1,no-UMI,pLKO,19,H10,1,5082,VERY GOOD,
Fam217b,MAE,1,no-UMI,EMPTY,19,H11,1,3,NC,
Fam217b,MAE,1,no-UMI,EMPTY,19,H12,1,2,NC,
Col6a5,MAE,1,no-UMI,Ctcf,7,A01,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Rnf2,7,A02,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Ehmt2,7,A03,0.5,2,GOOD,
Col6a5,MAE,1,no-UMI,Parp1,7,A04,NA,0,MED,
Col6a5,MAE,1,no-UMI,Parp1,7,A05,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Zfp57,7,A06,NA,0,GOOD,
Col6a5,MAE,1,no-UMI,Atf7ip,7,A07,NA,0,MED-GOOD,
Col6a5,MAE,1,no-UMI,Hdac2,7,A08,NA,0,GOOD,
Col6a5,MAE,1,no-UMI,Kmt5a,7,A09,1,1,LOW,
Col6a5,MAE,1,no-UMI,Suv39h1,7,A10,NA,0,MED,
Col6a5,MAE,1,no-UMI,Smchd1,7,A11,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Sirt1,7,A12,NA,0,GOOD,
Col6a5,MAE,1,no-UMI,Atrx,7,B01,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Rad21,7,B02,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Eed,7,B03,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Hdac1,7,B04,NA,0,MED,
Col6a5,MAE,1,no-UMI,Dnmt1,7,B05,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Eed,7,B06,NA,0,MED-GOOD,
Col6a5,MAE,1,no-UMI,Rrm2,7,B07,NA,0,MED-GOOD,
Col6a5,MAE,1,no-UMI,Atrx,7,B08,NA,0,MED,
Col6a5,MAE,1,no-UMI,Dnmt1,7,B09,1,6,GOOD,
Col6a5,MAE,1,no-UMI,Sirt1,7,B10,NA,0,MED,
Col6a5,MAE,1,no-UMI,Parp1,7,B11,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Hdac2,7,B12,NA,0,MED,
Col6a5,MAE,1,no-UMI,Smchd1,7,C01,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Ehmt2,7,C02,NA,0,GOOD,
Col6a5,MAE,1,no-UMI,Rrm2,7,C03,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Rrm2,7,C04,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Smchd1,7,C05,1,8,GOOD,
Col6a5,MAE,1,no-UMI,Rrm2,7,C06,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Kmt5a,7,C07,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Luciferase,7,C08,NA,0,MED-GOOD,
Col6a5,MAE,1,no-UMI,Dnmt1,7,C09,NA,0,MED,
Col6a5,MAE,1,no-UMI,Dnmt1,7,C10,1,1,LOW,
Col6a5,MAE,1,no-UMI,Rad21,7,C11,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Ring1,7,C12,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Ehmt2,7,D01,1,1,GOOD,
Col6a5,MAE,1,no-UMI,Rrm2,7,D02,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Ring1,7,D03,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Kmt5a,7,D04,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Ehmt2,7,D05,1,1,LOW,
Col6a5,MAE,1,no-UMI,Ctcf,7,D06,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Suv39h1,7,D07,1,1,GOOD,
Col6a5,MAE,1,no-UMI,Atrx,7,D08,NA,0,LOW,
Col6a5,MAE,1,no-UMI,GFP,7,D09,1,1,GOOD,
Col6a5,MAE,1,no-UMI,Hdac2,7,D10,NA,0,GOOD,
Col6a5,MAE,1,no-UMI,Hdac2,7,D11,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Smchd1,7,D12,1,1,GOOD,
Col6a5,MAE,1,no-UMI,Eed,7,E01,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Atf7ip,7,E02,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Eed,7,E03,1,1,MED,
Col6a5,MAE,1,no-UMI,Rad21,7,E04,1,6,GOOD,
Col6a5,MAE,1,no-UMI,Hdac1,7,E05,NA,0,MED,
Col6a5,MAE,1,no-UMI,Rad21,7,E06,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Ehmt2,7,E07,1,1,MED,
Col6a5,MAE,1,no-UMI,Rnf2,7,E08,1,2,GOOD,
Col6a5,MAE,1,no-UMI,Kmt5a,7,E09,NA,0,MED,
Col6a5,MAE,1,no-UMI,Sirt1,7,E10,NA,0,MED,
Col6a5,MAE,1,no-UMI,Zfp57,7,E11,1,5,MED,
Col6a5,MAE,1,no-UMI,Ring1,7,E12,1,1,MED,
Col6a5,MAE,1,no-UMI,Hdac1,7,F01,1,1,MED,
Col6a5,MAE,1,no-UMI,Sirt1,7,F02,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Atf7ip,7,F03,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Parp1,7,F04,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Dnmt1,7,F05,NA,0,LOW-MED,
Col6a5,MAE,1,no-UMI,Ctcf,7,F06,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Zfp57,7,F07,1,2,LOW,
Col6a5,MAE,1,no-UMI,Ctcf,7,F08,NA,0,MED-GOOD,
Col6a5,MAE,1,no-UMI,Rad21,7,F09,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Rnf2,7,F10,1,5,MED,
Col6a5,MAE,1,no-UMI,Hdac1,7,F11,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Suv39h1,7,F12,NA,0,LOW-MED,
Col6a5,MAE,1,no-UMI,Suv39h1,7,G01,1,1,MED-GOOD,
Col6a5,MAE,1,no-UMI,Zfp57,7,G02,NA,0,LOW-MED,
Col6a5,MAE,1,no-UMI,Smchd1,7,G03,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Atf7ip,7,G04,NA,0,MED-GOOD,
Col6a5,MAE,1,no-UMI,Ring1,7,G05,1,1,MED,
Col6a5,MAE,1,no-UMI,Atf7ip,7,G06,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Eed,7,G07,1,15,GOOD,
Col6a5,MAE,1,no-UMI,Ctcf,7,G08,NA,0,MED,
Col6a5,MAE,1,no-UMI,Sirt1,7,G09,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Zfp57,7,G10,NA,0,LOW-MED,
Col6a5,MAE,1,no-UMI,Hdac2,7,G11,1,1,LOW-MED,
Col6a5,MAE,1,no-UMI,Kmt5a,7,G12,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Ring1,7,H01,NA,0,GOOD,
Col6a5,MAE,1,no-UMI,Atrx,7,H02,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Parp1,7,H03,NA,0,MED-GOOD,
Col6a5,MAE,1,no-UMI,Rnf2,7,H04,1,12,GOOD,
Col6a5,MAE,1,no-UMI,Atrx,7,H05,1,10,GOOD,
Col6a5,MAE,1,no-UMI,Suv39h1,7,H06,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Hdac1,7,H07,NA,0,LOW-MED,
Col6a5,MAE,1,no-UMI,Rnf2,7,H08,1,1,MED-GOOD,
Col6a5,MAE,1,no-UMI,pLKO,7,H09,NA,0,GOOD,
Col6a5,MAE,1,no-UMI,pLKO,7,H10,NA,0,GOOD,
Col6a5,MAE,1,no-UMI,EMPTY,7,H11,1,1,L-NC,
Col6a5,MAE,1,no-UMI,EMPTY,7,H12,NA,0,L-NC,
Col6a5,MAE,1,no-UMI,Ctcf,19,A01,NA,0,LOW-VL,
Col6a5,MAE,1,no-UMI,Rnf2,19,A02,NA,0,LOW-VL,
Col6a5,MAE,1,no-UMI,Ehmt2,19,A03,0.993710692,159,VERY GOOD,
Col6a5,MAE,1,no-UMI,Parp1,19,A04,0.793814433,194,VERY GOOD,
Col6a5,MAE,1,no-UMI,Parp1,19,A05,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Zfp57,19,A06,1,80,VERY GOOD,
Col6a5,MAE,1,no-UMI,Atf7ip,19,A07,1,2,MED,
Col6a5,MAE,1,no-UMI,Hdac2,19,A08,1,116,VERY GOOD,
Col6a5,MAE,1,no-UMI,Kmt5a,19,A09,NA,0,LOW-VL,
Col6a5,MAE,1,no-UMI,Suv39h1,19,A10,0.989583333,481,VERY GOOD,
Col6a5,MAE,1,no-UMI,Smchd1,19,A11,NA,0,LOW-VL,
Col6a5,MAE,1,no-UMI,Sirt1,19,A12,0.4,95,GOOD,
Col6a5,MAE,1,no-UMI,Atrx,19,B01,NA,0,LOW-VL,
Col6a5,MAE,1,no-UMI,Rad21,19,B02,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Eed,19,B03,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Hdac1,19,B04,1,1,MED,
Col6a5,MAE,1,no-UMI,Dnmt1,19,B05,NA,0,LOW-VL,
Col6a5,MAE,1,no-UMI,Eed,19,B06,NA,0,VL,
Col6a5,MAE,1,no-UMI,Rrm2,19,B07,1,156,VERY GOOD,
Col6a5,MAE,1,no-UMI,Atrx,19,B08,1,1,VERY GOOD,
Col6a5,MAE,1,no-UMI,Dnmt1,19,B09,0.522613065,199,VERY GOOD,
Col6a5,MAE,1,no-UMI,Sirt1,19,B10,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Parp1,19,B11,NA,0,VL,
Col6a5,MAE,1,no-UMI,Hdac2,19,B12,0,3,MED-GOOD,
Col6a5,MAE,1,no-UMI,Smchd1,19,C01,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Ehmt2,19,C02,0.964285714,168,VERY GOOD,
Col6a5,MAE,1,no-UMI,Rrm2,19,C03,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Rrm2,19,C04,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Smchd1,19,C05,0.898823529,425,VERY GOOD,
Col6a5,MAE,1,no-UMI,Rrm2,19,C06,1,24,MED,
Col6a5,MAE,1,no-UMI,Kmt5a,19,C07,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Luciferase,19,C08,0.879032258,124,VERY GOOD,
Col6a5,MAE,1,no-UMI,Dnmt1,19,C09,0.968586387,191,VERY GOOD,
Col6a5,MAE,1,no-UMI,Dnmt1,19,C10,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Rad21,19,C11,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Ring1,19,C12,1,7,MED,
Col6a5,MAE,1,no-UMI,Ehmt2,19,D01,0.973913043,230,VERY GOOD,
Col6a5,MAE,1,no-UMI,Rrm2,19,D02,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Ring1,19,D03,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Kmt5a,19,D04,0,1,LOW-NC,
Col6a5,MAE,1,no-UMI,Ehmt2,19,D05,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Ctcf,19,D06,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Suv39h1,19,D07,0.955555556,270,VERY GOOD,
Col6a5,MAE,1,no-UMI,Atrx,19,D08,NA,0,VL,
Col6a5,MAE,1,no-UMI,GFP,19,D09,1,21,GOOD,
Col6a5,MAE,1,no-UMI,Hdac2,19,D10,1,13,MED-GOOD,
Col6a5,MAE,1,no-UMI,Hdac2,19,D11,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Smchd1,19,D12,1,4,VERY GOOD,
Col6a5,MAE,1,no-UMI,Eed,19,E01,0.984654731,391,VERY GOOD,
Col6a5,MAE,1,no-UMI,Atf7ip,19,E02,1,3,LOW,
Col6a5,MAE,1,no-UMI,Eed,19,E03,0.892694064,439,MED-GOOD,
Col6a5,MAE,1,no-UMI,Rad21,19,E04,0.943262411,141,VERY GOOD,
Col6a5,MAE,1,no-UMI,Hdac1,19,E05,1,109,VERY GOOD,
Col6a5,MAE,1,no-UMI,Rad21,19,E06,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Ehmt2,19,E07,0.872979215,436,GOOD,
Col6a5,MAE,1,no-UMI,Rnf2,19,E08,0.842105263,134,VERY GOOD,
Col6a5,MAE,1,no-UMI,Kmt5a,19,E09,NA,0,VL,
Col6a5,MAE,1,no-UMI,Sirt1,19,E10,1,10,MED-GOOD,
Col6a5,MAE,1,no-UMI,Zfp57,19,E11,0.935483871,32,MED-GOOD,
Col6a5,MAE,1,no-UMI,Ring1,19,E12,0.941176471,255,VERY GOOD,
Col6a5,MAE,1,no-UMI,Hdac1,19,F01,1,41,MED,
Col6a5,MAE,1,no-UMI,Sirt1,19,F02,1,5,LOW-MED,
Col6a5,MAE,1,no-UMI,Atf7ip,19,F03,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Parp1,19,F04,NA,0,VL,
Col6a5,MAE,1,no-UMI,Dnmt1,19,F05,NA,0,VL,
Col6a5,MAE,1,no-UMI,Ctcf,19,F06,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Zfp57,19,F07,NA,0,VL,
Col6a5,MAE,1,no-UMI,Ctcf,19,F08,1,14,MED,
Col6a5,MAE,1,no-UMI,Rad21,19,F09,1,8,GOOD,
Col6a5,MAE,1,no-UMI,Rnf2,19,F10,0.973856209,153,VERY GOOD,
Col6a5,MAE,1,no-UMI,Hdac1,19,F11,NA,0,LOW-MED,
Col6a5,MAE,1,no-UMI,Suv39h1,19,F12,NA,0,VL,
Col6a5,MAE,1,no-UMI,Suv39h1,19,G01,0.965517241,29,VERY GOOD,
Col6a5,MAE,1,no-UMI,Zfp57,19,G02,0.983050847,237,VERY GOOD,
Col6a5,MAE,1,no-UMI,Smchd1,19,G03,NA,0,LOW-NC,
Col6a5,MAE,1,no-UMI,Atf7ip,19,G04,0.885321101,218,VERY GOOD,
Col6a5,MAE,1,no-UMI,Ring1,19,G05,1,87,MED,
Col6a5,MAE,1,no-UMI,Atf7ip,19,G06,1,9,LOW,
Col6a5,MAE,1,no-UMI,Eed,19,G07,0.723163842,177,VERY GOOD,
Col6a5,MAE,1,no-UMI,Ctcf,19,G08,1,5,MED-GOOD,
Col6a5,MAE,1,no-UMI,Sirt1,19,G09,NA,0,VL,
Col6a5,MAE,1,no-UMI,Zfp57,19,G10,NA,0,VL,
Col6a5,MAE,1,no-UMI,Hdac2,19,G11,0.970954357,241,VERY GOOD,
Col6a5,MAE,1,no-UMI,Kmt5a,19,G12,0.993902439,164,GOOD,
Col6a5,MAE,1,no-UMI,Ring1,19,H01,1,26,VERY GOOD,
Col6a5,MAE,1,no-UMI,Atrx,19,H02,1,1,LOW,
Col6a5,MAE,1,no-UMI,Parp1,19,H03,1,44,VERY GOOD,
Col6a5,MAE,1,no-UMI,Rnf2,19,H04,0.985576923,212,VERY GOOD,
Col6a5,MAE,1,no-UMI,Atrx,19,H05,0.962962963,432,VERY GOOD,
Col6a5,MAE,1,no-UMI,Suv39h1,19,H06,NA,0,VL,
Col6a5,MAE,1,no-UMI,Hdac1,19,H07,NA,0,LOW,
Col6a5,MAE,1,no-UMI,Rnf2,19,H08,1,70,VERY GOOD,
Col6a5,MAE,1,no-UMI,pLKO,19,H09,0.985875706,354,VERY GOOD,
Col6a5,MAE,1,no-UMI,pLKO,19,H10,0.979550102,489,VERY GOOD,
Col6a5,MAE,1,no-UMI,EMPTY,19,H11,1,1,NC,
Col6a5,MAE,1,no-UMI,EMPTY,19,H12,NA,0,NC,
Pola1,Xlinked,1,no-UMI,Ctcf,7,A01,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Rnf2,7,A02,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Ehmt2,7,A03,0.997429306,390,GOOD,
Pola1,Xlinked,1,no-UMI,Parp1,7,A04,1,51,MED,
Pola1,Xlinked,1,no-UMI,Parp1,7,A05,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Zfp57,7,A06,0.999003984,2012,GOOD,
Pola1,Xlinked,1,no-UMI,Atf7ip,7,A07,1,22,MED-GOOD,
Pola1,Xlinked,1,no-UMI,Hdac2,7,A08,1,331,GOOD,
Pola1,Xlinked,1,no-UMI,Kmt5a,7,A09,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Suv39h1,7,A10,1,223,MED,
Pola1,Xlinked,1,no-UMI,Smchd1,7,A11,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Sirt1,7,A12,0.99790795,479,GOOD,
Pola1,Xlinked,1,no-UMI,Atrx,7,B01,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Rad21,7,B02,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Eed,7,B03,1,3,LOW,
Pola1,Xlinked,1,no-UMI,Hdac1,7,B04,1,13,MED,
Pola1,Xlinked,1,no-UMI,Dnmt1,7,B05,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Eed,7,B06,1,21,MED-GOOD,
Pola1,Xlinked,1,no-UMI,Rrm2,7,B07,1,23,MED-GOOD,
Pola1,Xlinked,1,no-UMI,Atrx,7,B08,1,2,MED,
Pola1,Xlinked,1,no-UMI,Dnmt1,7,B09,1,488,GOOD,
Pola1,Xlinked,1,no-UMI,Sirt1,7,B10,1,3,MED,
Pola1,Xlinked,1,no-UMI,Parp1,7,B11,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Hdac2,7,B12,1,63,MED,
Pola1,Xlinked,1,no-UMI,Smchd1,7,C01,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Ehmt2,7,C02,1,340,GOOD,
Pola1,Xlinked,1,no-UMI,Rrm2,7,C03,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Rrm2,7,C04,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Smchd1,7,C05,1,114,GOOD,
Pola1,Xlinked,1,no-UMI,Rrm2,7,C06,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Kmt5a,7,C07,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Luciferase,7,C08,1,144,MED-GOOD,
Pola1,Xlinked,1,no-UMI,Dnmt1,7,C09,1,161,MED,
Pola1,Xlinked,1,no-UMI,Dnmt1,7,C10,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Rad21,7,C11,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Ring1,7,C12,1,126,LOW,
Pola1,Xlinked,1,no-UMI,Ehmt2,7,D01,0.991869919,246,GOOD,
Pola1,Xlinked,1,no-UMI,Rrm2,7,D02,1,3,LOW,
Pola1,Xlinked,1,no-UMI,Ring1,7,D03,1,2,LOW,
Pola1,Xlinked,1,no-UMI,Kmt5a,7,D04,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Ehmt2,7,D05,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Ctcf,7,D06,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Suv39h1,7,D07,1,29,GOOD,
Pola1,Xlinked,1,no-UMI,Atrx,7,D08,1,2,LOW,
Pola1,Xlinked,1,no-UMI,GFP,7,D09,1,66,GOOD,
Pola1,Xlinked,1,no-UMI,Hdac2,7,D10,1,80,GOOD,
Pola1,Xlinked,1,no-UMI,Hdac2,7,D11,1,4,LOW,
Pola1,Xlinked,1,no-UMI,Smchd1,7,D12,1,364,GOOD,
Pola1,Xlinked,1,no-UMI,Eed,7,E01,1,24,LOW,
Pola1,Xlinked,1,no-UMI,Atf7ip,7,E02,1,4,LOW,
Pola1,Xlinked,1,no-UMI,Eed,7,E03,1,38,MED,
Pola1,Xlinked,1,no-UMI,Rad21,7,E04,1,159,GOOD,
Pola1,Xlinked,1,no-UMI,Hdac1,7,E05,1,88,MED,
Pola1,Xlinked,1,no-UMI,Rad21,7,E06,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Ehmt2,7,E07,NA,0,MED,
Pola1,Xlinked,1,no-UMI,Rnf2,7,E08,0.997912317,480,GOOD,
Pola1,Xlinked,1,no-UMI,Kmt5a,7,E09,1,155,MED,
Pola1,Xlinked,1,no-UMI,Sirt1,7,E10,1,16,MED,
Pola1,Xlinked,1,no-UMI,Zfp57,7,E11,1,359,MED,
Pola1,Xlinked,1,no-UMI,Ring1,7,E12,0.996,250,MED,
Pola1,Xlinked,1,no-UMI,Hdac1,7,F01,1,35,MED,
Pola1,Xlinked,1,no-UMI,Sirt1,7,F02,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Atf7ip,7,F03,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Parp1,7,F04,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Dnmt1,7,F05,NA,0,LOW-MED,
Pola1,Xlinked,1,no-UMI,Ctcf,7,F06,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Zfp57,7,F07,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Ctcf,7,F08,1,109,MED-GOOD,
Pola1,Xlinked,1,no-UMI,Rad21,7,F09,1,31,LOW,
Pola1,Xlinked,1,no-UMI,Rnf2,7,F10,1,108,MED,
Pola1,Xlinked,1,no-UMI,Hdac1,7,F11,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Suv39h1,7,F12,NA,0,LOW-MED,
Pola1,Xlinked,1,no-UMI,Suv39h1,7,G01,1,219,MED-GOOD,
Pola1,Xlinked,1,no-UMI,Zfp57,7,G02,1,99,LOW-MED,
Pola1,Xlinked,1,no-UMI,Smchd1,7,G03,1,3,LOW,
Pola1,Xlinked,1,no-UMI,Atf7ip,7,G04,1,524,MED-GOOD,
Pola1,Xlinked,1,no-UMI,Ring1,7,G05,1,87,MED,
Pola1,Xlinked,1,no-UMI,Atf7ip,7,G06,NA,0,LOW,
Pola1,Xlinked,1,no-UMI,Eed,7,G07,1,360,GOOD,
Pola1,Xlinked,1,no-UMI,Ctcf,7,G08,1,156,MED,
Pola1,Xlinked,1,no-UMI,Sirt1,7,G09,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Zfp57,7,G10,1,1,LOW-MED,
Pola1,Xlinked,1,no-UMI,Hdac2,7,G11,1,145,LOW-MED,
Pola1,Xlinked,1,no-UMI,Kmt5a,7,G12,0.991666667,121,LOW,
Pola1,Xlinked,1,no-UMI,Ring1,7,H01,0.996226415,265,GOOD,
Pola1,Xlinked,1,no-UMI,Atrx,7,H02,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Parp1,7,H03,1,60,MED-GOOD,
Pola1,Xlinked,1,no-UMI,Rnf2,7,H04,1,361,GOOD,
Pola1,Xlinked,1,no-UMI,Atrx,7,H05,1,412,GOOD,
Pola1,Xlinked,1,no-UMI,Suv39h1,7,H06,1,1,LOW,
Pola1,Xlinked,1,no-UMI,Hdac1,7,H07,1,162,LOW-MED,
Pola1,Xlinked,1,no-UMI,Rnf2,7,H08,1,332,MED-GOOD,
Pola1,Xlinked,1,no-UMI,pLKO,7,H09,0.99944009,1795,GOOD,
Pola1,Xlinked,1,no-UMI,pLKO,7,H10,1,493,GOOD,
Pola1,Xlinked,1,no-UMI,EMPTY,7,H11,1,3,L-NC,
Pola1,Xlinked,1,no-UMI,EMPTY,7,H12,NA,0,L-NC,
Pola1,Xlinked,1,no-UMI,Ctcf,19,A01,NA,0,LOW-VL,
Pola1,Xlinked,1,no-UMI,Rnf2,19,A02,1,1,LOW-VL,
Pola1,Xlinked,1,no-UMI,Ehmt2,19,A03,1,720,VERY GOOD,
Pola1,Xlinked,1,no-UMI,Parp1,19,A04,0.998233216,567,VERY GOOD,
Pola1,Xlinked,1,no-UMI,Parp1,19,A05,NA,0,LOW-NC,
Pola1,Xlinked,1,no-UMI,Zfp57,19,A06,0.998405104,627,VERY GOOD,
Pola1,Xlinked,1,no-UMI,Atf7ip,19,A07,1,1334,MED,
Pola1,Xlinked,1,no-UMI,Hdac2,19,A08,1,329,VERY GOOD,
Pola1,Xlinked,1,no-UMI,Kmt5a,19,A09,1,2,LOW-VL,
