readout_gene,readout_class,replicate,assay,target_gene,day,shrna,bias,num_reads,cell_density,extra_umi
Dnajc12,MAE,1,no-UMI,EMPTY,19,H12,NA,0,NC,
Cacnb2,MAE,1,no-UMI,Ctcf,7,A01,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Rnf2,7,A02,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ehmt2,7,A03,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Parp1,7,A04,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Parp1,7,A05,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Zfp57,7,A06,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Atf7ip,7,A07,0,10,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Hdac2,7,A08,0,1,GOOD,
Cacnb2,MAE,1,no-UMI,Kmt5a,7,A09,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Suv39h1,7,A10,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Smchd1,7,A11,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Sirt1,7,A12,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,7,B01,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Rad21,7,B02,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Eed,7,B03,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Hdac1,7,B04,0,1,MED,
Cacnb2,MAE,1,no-UMI,Dnmt1,7,B05,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Eed,7,B06,0,103,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Rrm2,7,B07,NA,0,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,7,B08,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Dnmt1,7,B09,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Sirt1,7,B10,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Parp1,7,B11,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Hdac2,7,B12,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Smchd1,7,C01,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ehmt2,7,C02,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Rrm2,7,C03,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Rrm2,7,C04,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Smchd1,7,C05,0,1,GOOD,
Cacnb2,MAE,1,no-UMI,Rrm2,7,C06,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Kmt5a,7,C07,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Luciferase,7,C08,NA,0,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Dnmt1,7,C09,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Dnmt1,7,C10,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Rad21,7,C11,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ring1,7,C12,0,5,LOW,
Cacnb2,MAE,1,no-UMI,Ehmt2,7,D01,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Rrm2,7,D02,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ring1,7,D03,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Kmt5a,7,D04,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ehmt2,7,D05,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ctcf,7,D06,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Suv39h1,7,D07,0,52,GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,7,D08,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,GFP,7,D09,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Hdac2,7,D10,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Hdac2,7,D11,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Smchd1,7,D12,0.272727273,23,GOOD,
Cacnb2,MAE,1,no-UMI,Eed,7,E01,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Atf7ip,7,E02,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Eed,7,E03,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Rad21,7,E04,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Hdac1,7,E05,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Rad21,7,E06,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ehmt2,7,E07,0,1,MED,
Cacnb2,MAE,1,no-UMI,Rnf2,7,E08,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Kmt5a,7,E09,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Sirt1,7,E10,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Zfp57,7,E11,0,11,MED,
Cacnb2,MAE,1,no-UMI,Ring1,7,E12,0,33,MED,
Cacnb2,MAE,1,no-UMI,Hdac1,7,F01,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Sirt1,7,F02,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Atf7ip,7,F03,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Parp1,7,F04,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Dnmt1,7,F05,NA,0,LOW-MED,
Cacnb2,MAE,1,no-UMI,Ctcf,7,F06,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Zfp57,7,F07,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ctcf,7,F08,0,3,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Rad21,7,F09,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Rnf2,7,F10,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Hdac1,7,F11,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Suv39h1,7,F12,NA,0,LOW-MED,
Cacnb2,MAE,1,no-UMI,Suv39h1,7,G01,0,4,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Zfp57,7,G02,NA,0,LOW-MED,
Cacnb2,MAE,1,no-UMI,Smchd1,7,G03,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Atf7ip,7,G04,0,4,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Ring1,7,G05,0,15,MED,
Cacnb2,MAE,1,no-UMI,Atf7ip,7,G06,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Eed,7,G07,1,1,GOOD,
Cacnb2,MAE,1,no-UMI,Ctcf,7,G08,NA,0,MED,
Cacnb2,MAE,1,no-UMI,Sirt1,7,G09,0.993506494,155,LOW,
Cacnb2,MAE,1,no-UMI,Zfp57,7,G10,NA,0,LOW-MED,
Cacnb2,MAE,1,no-UMI,Hdac2,7,G11,NA,0,LOW-MED,
Cacnb2,MAE,1,no-UMI,Kmt5a,7,G12,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Ring1,7,H01,0.0625,32,GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,7,H02,0,11,LOW,
Cacnb2,MAE,1,no-UMI,Parp1,7,H03,0,31,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Rnf2,7,H04,0.235294118,34,GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,7,H05,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,Suv39h1,7,H06,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Hdac1,7,H07,NA,0,LOW-MED,
Cacnb2,MAE,1,no-UMI,Rnf2,7,H08,NA,0,MED-GOOD,
Cacnb2,MAE,1,no-UMI,pLKO,7,H09,0.666666667,9,GOOD,
Cacnb2,MAE,1,no-UMI,pLKO,7,H10,NA,0,GOOD,
Cacnb2,MAE,1,no-UMI,EMPTY,7,H11,NA,0,L-NC,
Cacnb2,MAE,1,no-UMI,EMPTY,7,H12,NA,0,L-NC,
Cacnb2,MAE,1,no-UMI,Ctcf,19,A01,NA,0,LOW-VL,
Cacnb2,MAE,1,no-UMI,Rnf2,19,A02,NA,0,LOW-VL,
Cacnb2,MAE,1,no-UMI,Ehmt2,19,A03,0.255813953,43,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Parp1,19,A04,0.739130435,23,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Parp1,19,A05,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Zfp57,19,A06,0.12195122,41,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Atf7ip,19,A07,0,62,MED,
Cacnb2,MAE,1,no-UMI,Hdac2,19,A08,0.571428571,28,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Kmt5a,19,A09,NA,0,LOW-VL,
Cacnb2,MAE,1,no-UMI,Suv39h1,19,A10,0.212121212,33,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Smchd1,19,A11,NA,0,LOW-VL,
Cacnb2,MAE,1,no-UMI,Sirt1,19,A12,0.576923077,443,GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,19,B01,NA,0,LOW-VL,
Cacnb2,MAE,1,no-UMI,Rad21,19,B02,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Eed,19,B03,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Hdac1,19,B04,0,46,MED,
Cacnb2,MAE,1,no-UMI,Dnmt1,19,B05,0,1,LOW-VL,
Cacnb2,MAE,1,no-UMI,Eed,19,B06,0.861788618,123,VL,
Cacnb2,MAE,1,no-UMI,Rrm2,19,B07,0.25,8,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,19,B08,0.0625,32,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Dnmt1,19,B09,0.451612903,31,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Sirt1,19,B10,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Parp1,19,B11,NA,0,VL,
Cacnb2,MAE,1,no-UMI,Hdac2,19,B12,0,3,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Smchd1,19,C01,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Ehmt2,19,C02,0.066666667,15,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Rrm2,19,C03,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Rrm2,19,C04,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Smchd1,19,C05,0.321428571,56,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Rrm2,19,C06,0.428571429,7,MED,
Cacnb2,MAE,1,no-UMI,Kmt5a,19,C07,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Luciferase,19,C08,0.041666667,24,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Dnmt1,19,C09,0.4375,16,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Dnmt1,19,C10,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Rad21,19,C11,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Ring1,19,C12,0,7,MED,
Cacnb2,MAE,1,no-UMI,Ehmt2,19,D01,0.764705882,17,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Rrm2,19,D02,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Ring1,19,D03,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Kmt5a,19,D04,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Ehmt2,19,D05,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Ctcf,19,D06,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Suv39h1,19,D07,0.148648649,74,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,19,D08,NA,0,VL,
Cacnb2,MAE,1,no-UMI,GFP,19,D09,0.538461538,13,GOOD,
Cacnb2,MAE,1,no-UMI,Hdac2,19,D10,0.333333333,3,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Hdac2,19,D11,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Smchd1,19,D12,0.205882353,34,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Eed,19,E01,0.5,26,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Atf7ip,19,E02,0.666666667,9,LOW,
Cacnb2,MAE,1,no-UMI,Eed,19,E03,0.518518519,27,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Rad21,19,E04,0.125,32,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Hdac1,19,E05,0.329032258,157,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Rad21,19,E06,1,1,LOW-NC,
Cacnb2,MAE,1,no-UMI,Ehmt2,19,E07,0.083333333,24,GOOD,
Cacnb2,MAE,1,no-UMI,Rnf2,19,E08,0.090909091,22,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Kmt5a,19,E09,NA,0,VL,
Cacnb2,MAE,1,no-UMI,Sirt1,19,E10,0.151515152,33,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Zfp57,19,E11,0.5,8,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Ring1,19,E12,0.135135135,37,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Hdac1,19,F01,0.294117647,17,MED,
Cacnb2,MAE,1,no-UMI,Sirt1,19,F02,0.357142857,42,LOW-MED,
Cacnb2,MAE,1,no-UMI,Atf7ip,19,F03,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Parp1,19,F04,NA,0,VL,
Cacnb2,MAE,1,no-UMI,Dnmt1,19,F05,0,1,VL,
Cacnb2,MAE,1,no-UMI,Ctcf,19,F06,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Zfp57,19,F07,NA,0,VL,
Cacnb2,MAE,1,no-UMI,Ctcf,19,F08,0.4,6,MED,
Cacnb2,MAE,1,no-UMI,Rad21,19,F09,0.132075472,53,GOOD,
Cacnb2,MAE,1,no-UMI,Rnf2,19,F10,0.274509804,51,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Hdac1,19,F11,NA,0,LOW-MED,
Cacnb2,MAE,1,no-UMI,Suv39h1,19,F12,NA,0,VL,
Cacnb2,MAE,1,no-UMI,Suv39h1,19,G01,0.428571429,7,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Zfp57,19,G02,0.666666667,3,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Smchd1,19,G03,NA,0,LOW-NC,
Cacnb2,MAE,1,no-UMI,Atf7ip,19,G04,0.047619048,21,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Ring1,19,G05,0,16,MED,
Cacnb2,MAE,1,no-UMI,Atf7ip,19,G06,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Eed,19,G07,0.097560976,41,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Ctcf,19,G08,0.777777778,9,MED-GOOD,
Cacnb2,MAE,1,no-UMI,Sirt1,19,G09,NA,0,VL,
Cacnb2,MAE,1,no-UMI,Zfp57,19,G10,NA,0,VL,
Cacnb2,MAE,1,no-UMI,Hdac2,19,G11,0.222222222,27,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Kmt5a,19,G12,0.2,5,GOOD,
Cacnb2,MAE,1,no-UMI,Ring1,19,H01,0.266666667,15,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,19,H02,NA,0,LOW,
Cacnb2,MAE,1,no-UMI,Parp1,19,H03,0.071428571,14,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Rnf2,19,H04,0.478723404,94,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Atrx,19,H05,0.375,16,VERY GOOD,
Cacnb2,MAE,1,no-UMI,Suv39h1,19,H06,NA,0,VL,
Cacnb2,MAE,1,no-UMI,Hdac1,19,H07,0.03125,32,LOW,
Cacnb2,MAE,1,no-UMI,Rnf2,19,H08,0.369047619,84,VERY GOOD,
Cacnb2,MAE,1,no-UMI,pLKO,19,H09,0.09375,32,VERY GOOD,
Cacnb2,MAE,1,no-UMI,pLKO,19,H10,0.151515152,33,VERY GOOD,
Cacnb2,MAE,1,no-UMI,EMPTY,19,H11,NA,0,NC,
Cacnb2,MAE,1,no-UMI,EMPTY,19,H12,NA,0,NC,
Afap1,MAE,1,no-UMI,Ctcf,7,A01,NA,0,LOW,
Afap1,MAE,1,no-UMI,Rnf2,7,A02,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ehmt2,7,A03,0,4,GOOD,
Afap1,MAE,1,no-UMI,Parp1,7,A04,0.25,4,MED,
Afap1,MAE,1,no-UMI,Parp1,7,A05,NA,0,LOW,
Afap1,MAE,1,no-UMI,Zfp57,7,A06,0,23,GOOD,
Afap1,MAE,1,no-UMI,Atf7ip,7,A07,0,21,MED-GOOD,
Afap1,MAE,1,no-UMI,Hdac2,7,A08,0,1,GOOD,
Afap1,MAE,1,no-UMI,Kmt5a,7,A09,NA,0,LOW,
Afap1,MAE,1,no-UMI,Suv39h1,7,A10,0,19,MED,
Afap1,MAE,1,no-UMI,Smchd1,7,A11,NA,0,LOW,
Afap1,MAE,1,no-UMI,Sirt1,7,A12,0.021052632,95,GOOD,
Afap1,MAE,1,no-UMI,Atrx,7,B01,NA,0,LOW,
Afap1,MAE,1,no-UMI,Rad21,7,B02,0,1,LOW,
Afap1,MAE,1,no-UMI,Eed,7,B03,NA,0,LOW,
Afap1,MAE,1,no-UMI,Hdac1,7,B04,0,2,MED,
Afap1,MAE,1,no-UMI,Dnmt1,7,B05,NA,0,LOW,
Afap1,MAE,1,no-UMI,Eed,7,B06,0,4,MED-GOOD,
Afap1,MAE,1,no-UMI,Rrm2,7,B07,0,4,MED-GOOD,
Afap1,MAE,1,no-UMI,Atrx,7,B08,NA,0,MED,
Afap1,MAE,1,no-UMI,Dnmt1,7,B09,0,19,GOOD,
Afap1,MAE,1,no-UMI,Sirt1,7,B10,0,1,MED,
Afap1,MAE,1,no-UMI,Parp1,7,B11,NA,0,LOW,
Afap1,MAE,1,no-UMI,Hdac2,7,B12,0,6,MED,
Afap1,MAE,1,no-UMI,Smchd1,7,C01,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ehmt2,7,C02,0,1,GOOD,
Afap1,MAE,1,no-UMI,Rrm2,7,C03,NA,0,LOW,
Afap1,MAE,1,no-UMI,Rrm2,7,C04,NA,0,LOW,
Afap1,MAE,1,no-UMI,Smchd1,7,C05,0.25,16,GOOD,
Afap1,MAE,1,no-UMI,Rrm2,7,C06,0,2,LOW,
Afap1,MAE,1,no-UMI,Kmt5a,7,C07,NA,0,LOW,
Afap1,MAE,1,no-UMI,Luciferase,7,C08,0,3,MED-GOOD,
Afap1,MAE,1,no-UMI,Dnmt1,7,C09,NA,0,MED,
Afap1,MAE,1,no-UMI,Dnmt1,7,C10,NA,0,LOW,
Afap1,MAE,1,no-UMI,Rad21,7,C11,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ring1,7,C12,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ehmt2,7,D01,0,2,GOOD,
Afap1,MAE,1,no-UMI,Rrm2,7,D02,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ring1,7,D03,NA,0,LOW,
Afap1,MAE,1,no-UMI,Kmt5a,7,D04,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ehmt2,7,D05,0,1,LOW,
Afap1,MAE,1,no-UMI,Ctcf,7,D06,0,3,LOW,
Afap1,MAE,1,no-UMI,Suv39h1,7,D07,0,14,GOOD,
Afap1,MAE,1,no-UMI,Atrx,7,D08,NA,0,LOW,
Afap1,MAE,1,no-UMI,GFP,7,D09,0,3,GOOD,
Afap1,MAE,1,no-UMI,Hdac2,7,D10,NA,0,GOOD,
Afap1,MAE,1,no-UMI,Hdac2,7,D11,1,1,LOW,
Afap1,MAE,1,no-UMI,Smchd1,7,D12,0.384615385,13,GOOD,
Afap1,MAE,1,no-UMI,Eed,7,E01,NA,0,LOW,
Afap1,MAE,1,no-UMI,Atf7ip,7,E02,NA,0,LOW,
Afap1,MAE,1,no-UMI,Eed,7,E03,0,1,MED,
Afap1,MAE,1,no-UMI,Rad21,7,E04,0,5,GOOD,
Afap1,MAE,1,no-UMI,Hdac1,7,E05,0,5,MED,
Afap1,MAE,1,no-UMI,Rad21,7,E06,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ehmt2,7,E07,0,8,MED,
Afap1,MAE,1,no-UMI,Rnf2,7,E08,0.333333333,3,GOOD,
Afap1,MAE,1,no-UMI,Kmt5a,7,E09,0,8,MED,
Afap1,MAE,1,no-UMI,Sirt1,7,E10,NA,0,MED,
Afap1,MAE,1,no-UMI,Zfp57,7,E11,0,6,MED,
Afap1,MAE,1,no-UMI,Ring1,7,E12,NA,0,MED,
Afap1,MAE,1,no-UMI,Hdac1,7,F01,NA,0,MED,
Afap1,MAE,1,no-UMI,Sirt1,7,F02,NA,0,LOW,
Afap1,MAE,1,no-UMI,Atf7ip,7,F03,NA,0,LOW,
Afap1,MAE,1,no-UMI,Parp1,7,F04,NA,0,LOW,
Afap1,MAE,1,no-UMI,Dnmt1,7,F05,0,9,LOW-MED,
Afap1,MAE,1,no-UMI,Ctcf,7,F06,NA,0,LOW,
Afap1,MAE,1,no-UMI,Zfp57,7,F07,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ctcf,7,F08,0.074074074,27,MED-GOOD,
Afap1,MAE,1,no-UMI,Rad21,7,F09,0,14,LOW,
Afap1,MAE,1,no-UMI,Rnf2,7,F10,0,1,MED,
Afap1,MAE,1,no-UMI,Hdac1,7,F11,NA,0,LOW,
Afap1,MAE,1,no-UMI,Suv39h1,7,F12,NA,0,LOW-MED,
Afap1,MAE,1,no-UMI,Suv39h1,7,G01,0,3,MED-GOOD,
Afap1,MAE,1,no-UMI,Zfp57,7,G02,NA,0,LOW-MED,
Afap1,MAE,1,no-UMI,Smchd1,7,G03,NA,0,LOW,
Afap1,MAE,1,no-UMI,Atf7ip,7,G04,0.2,5,MED-GOOD,
Afap1,MAE,1,no-UMI,Ring1,7,G05,0,5,MED,
Afap1,MAE,1,no-UMI,Atf7ip,7,G06,NA,0,LOW,
Afap1,MAE,1,no-UMI,Eed,7,G07,0,26,GOOD,
Afap1,MAE,1,no-UMI,Ctcf,7,G08,0,2,MED,
Afap1,MAE,1,no-UMI,Sirt1,7,G09,0,9,LOW,
Afap1,MAE,1,no-UMI,Zfp57,7,G10,0,13,LOW-MED,
Afap1,MAE,1,no-UMI,Hdac2,7,G11,0,2,LOW-MED,
Afap1,MAE,1,no-UMI,Kmt5a,7,G12,NA,0,LOW,
Afap1,MAE,1,no-UMI,Ring1,7,H01,0,14,GOOD,
Afap1,MAE,1,no-UMI,Atrx,7,H02,NA,0,LOW,
Afap1,MAE,1,no-UMI,Parp1,7,H03,0,6,MED-GOOD,
Afap1,MAE,1,no-UMI,Rnf2,7,H04,0,12,GOOD,
Afap1,MAE,1,no-UMI,Atrx,7,H05,0,11,GOOD,
Afap1,MAE,1,no-UMI,Suv39h1,7,H06,NA,0,LOW,
Afap1,MAE,1,no-UMI,Hdac1,7,H07,0,3,LOW-MED,
Afap1,MAE,1,no-UMI,Rnf2,7,H08,0,7,MED-GOOD,
Afap1,MAE,1,no-UMI,pLKO,7,H09,0,33,GOOD,
Afap1,MAE,1,no-UMI,pLKO,7,H10,0.105263158,19,GOOD,
Afap1,MAE,1,no-UMI,EMPTY,7,H11,NA,0,L-NC,
Afap1,MAE,1,no-UMI,EMPTY,7,H12,NA,0,L-NC,
Afap1,MAE,1,no-UMI,Ctcf,19,A01,0,1,LOW-VL,
Afap1,MAE,1,no-UMI,Rnf2,19,A02,NA,0,LOW-VL,
Afap1,MAE,1,no-UMI,Ehmt2,19,A03,0.047244094,128,VERY GOOD,
Afap1,MAE,1,no-UMI,Parp1,19,A04,0.023809524,126,VERY GOOD,
Afap1,MAE,1,no-UMI,Parp1,19,A05,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Zfp57,19,A06,0,116,VERY GOOD,
Afap1,MAE,1,no-UMI,Atf7ip,19,A07,0,81,MED,
Afap1,MAE,1,no-UMI,Hdac2,19,A08,0,66,VERY GOOD,
Afap1,MAE,1,no-UMI,Kmt5a,19,A09,NA,0,LOW-VL,
Afap1,MAE,1,no-UMI,Suv39h1,19,A10,0.014925373,134,VERY GOOD,
Afap1,MAE,1,no-UMI,Smchd1,19,A11,NA,0,LOW-VL,
Afap1,MAE,1,no-UMI,Sirt1,19,A12,0.443113772,167,GOOD,
Afap1,MAE,1,no-UMI,Atrx,19,B01,NA,0,LOW-VL,
Afap1,MAE,1,no-UMI,Rad21,19,B02,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Eed,19,B03,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Hdac1,19,B04,0,24,MED,
Afap1,MAE,1,no-UMI,Dnmt1,19,B05,NA,0,LOW-VL,
Afap1,MAE,1,no-UMI,Eed,19,B06,NA,0,VL,
Afap1,MAE,1,no-UMI,Rrm2,19,B07,0.013157895,76,VERY GOOD,
Afap1,MAE,1,no-UMI,Atrx,19,B08,0.01754386,57,VERY GOOD,
Afap1,MAE,1,no-UMI,Dnmt1,19,B09,0.042553191,47,VERY GOOD,
Afap1,MAE,1,no-UMI,Sirt1,19,B10,0,4,LOW,
Afap1,MAE,1,no-UMI,Parp1,19,B11,NA,0,VL,
Afap1,MAE,1,no-UMI,Hdac2,19,B12,1,1,MED-GOOD,
Afap1,MAE,1,no-UMI,Smchd1,19,C01,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Ehmt2,19,C02,0.118644068,59,VERY GOOD,
Afap1,MAE,1,no-UMI,Rrm2,19,C03,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Rrm2,19,C04,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Smchd1,19,C05,0.041666667,24,VERY GOOD,
Afap1,MAE,1,no-UMI,Rrm2,19,C06,0,5,MED,
Afap1,MAE,1,no-UMI,Kmt5a,19,C07,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Luciferase,19,C08,0.1,20,VERY GOOD,
Afap1,MAE,1,no-UMI,Dnmt1,19,C09,0.166666667,18,VERY GOOD,
Afap1,MAE,1,no-UMI,Dnmt1,19,C10,0,1,LOW-NC,
Afap1,MAE,1,no-UMI,Rad21,19,C11,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Ring1,19,C12,0,23,MED,
Afap1,MAE,1,no-UMI,Ehmt2,19,D01,0,17,VERY GOOD,
Afap1,MAE,1,no-UMI,Rrm2,19,D02,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Ring1,19,D03,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Kmt5a,19,D04,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Ehmt2,19,D05,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Ctcf,19,D06,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Suv39h1,19,D07,0.0625,48,VERY GOOD,
Afap1,MAE,1,no-UMI,Atrx,19,D08,0.933333333,15,VL,
Afap1,MAE,1,no-UMI,GFP,19,D09,0.151515152,33,GOOD,
Afap1,MAE,1,no-UMI,Hdac2,19,D10,0,10,MED-GOOD,
Afap1,MAE,1,no-UMI,Hdac2,19,D11,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Smchd1,19,D12,0,10,VERY GOOD,
Afap1,MAE,1,no-UMI,Eed,19,E01,0.0625,32,VERY GOOD,
Afap1,MAE,1,no-UMI,Atf7ip,19,E02,0,10,LOW,
Afap1,MAE,1,no-UMI,Eed,19,E03,0.029411765,68,MED-GOOD,
Afap1,MAE,1,no-UMI,Rad21,19,E04,0.052631579,19,VERY GOOD,
